cid,mw_pc,smiles,connectivitysmiles,iupac,logp_pc
21863952,163.66,CC(=O)CC(=O)C.[Cu+2],CC(=O)CC(=O)C.[Cu+2],"copper pentane-2,4-dione",
21867985,128.13,CCC(C=O)(C=O)C=O,CCC(C=O)(C=O)C=O,"propane-1,1,1-tricarbaldehyde",-0.2
21872017,130.14,C=O.C(CC=O)CC=O,C=O.C(CC=O)CC=O,formaldehyde;pentanedial,
21880647,76.05,C(=O)C=O.O,C(=O)C=O.O,oxaldehyde;hydrate,
21894497,90.12,CC(=O)C.CO,CC(=O)C.CO,methanol;propan-2-one,
21899751,126.08,C(C(C(C=O)F)F)F,C(C(C(C=O)F)F)F,"2,3,4-trifluorobutanal",0.9
21906771,78.14,CC=O.S,CC=O.S,acetaldehyde;sulfane,
21982668,104.13,C(C=O)C(=O)S,C(C=O)C(=O)S,3-oxopropanethioic S-acid,-0.1
21997081,116.16,CC(=O)C.CC(=O)C,CC(=O)C.CC(=O)C,propan-2-one,
22011564,174.11,C(=O)C=O.C(=O)C=O.C(=O)C=O,C(=O)C=O.C(=O)C=O.C(=O)C=O,oxaldehyde,
22020247,75.11,CC(=O)C.N,CC(=O)C.N,azane;propan-2-one,
22026454,88.11,CC(=O)C.C=O,CC(=O)C.C=O,formaldehyde;propan-2-one,
22033763,98.10,C1CC1(C=O)C=O,C1CC1(C=O)C=O,"cyclopropane-1,1-dicarbaldehyde",-0.3
22058367,106.51,C(C=O)C(=O)Cl,C(C=O)C(=O)Cl,3-oxopropanoyl chloride,0.4
22075560,156.14,C(C(C=O)C=O)C(C=O)C=O,C(C(C=O)C=O)C(C=O)C=O,"propane-1,1,3,3-tetracarbaldehyde",-1.1
22094685,122.07,C(C=O)C(C=O)(F)F,C(C=O)C(C=O)(F)F,"2,2-difluorobutanedial",-0.2
22114514,130.10,CC(=O)C=O.C(=O)C=O,CC(=O)C=O.C(=O)C=O,oxaldehyde;2-oxopropanal,
22131426,118.17,CCOCC.CC=O,CCOCC.CC=O,acetaldehyde;ethoxyethane,
22140526,154.09,C(CC(=O)C(F)(F)F)C=O,C(CC(=O)C(F)(F)F)C=O,"5,5,5-trifluoro-4-oxopentanal",0.4
22152471,130.18,CCC=O.CC(C)C=O,CCC=O.CC(C)C=O,2-methylpropanal;propanal,
22174207,142.15,C(CC(CC=O)C=O)C=O,C(CC(CC=O)C=O)C=O,"butane-1,2,4-tricarbaldehyde",-1.1
22247577,140.12,C(=O)C=O.OS(=O)O,C(=O)C=O.OS(=O)O,oxaldehyde;sulfurous acid,
22314775,94.54,CCC=O.Cl,CCC=O.Cl,propanal;hydrochloride,
22328167,183.5,CC(=O)CC(=O)C.O.[Zn+2],CC(=O)CC(=O)C.O.[Zn+2],"zinc;pentane-2,4-dione;hydrate",
22352755,114.10,C(C=O)C(C=O)C=O,C(C=O)C(C=O)C=O,"ethane-1,1,2-tricarbaldehyde",-1.2
22369920,144.21,CCCC=O.CC(C)C=O,CCCC=O.CC(C)C=O,butanal;2-methylpropanal,
22381885,130.18,CCC(=O)C.CC(=O)C,CCC(=O)C.CC(=O)C,butan-2-one;propan-2-one,
22404515,130.18,COCCCCCC=O,COCCCCCC=O,6-methoxyhexanal,0.6
22450779,102.13,CCC=O.CC=O,CCC=O.CC=O,acetaldehyde;propanal,
22456016,140.06,CC(=O)C(=O)C(F)(F)F,CC(=O)C(=O)C(F)(F)F,"1,1,1-trifluorobutane-2,3-dione",0.7
22486473,116.16,CC(CCC=O)OC,CC(CCC=O)OC,4-methoxypentanal,0.3
22497392,102.09,CC=O.C(=O)C=O,CC=O.C(=O)C=O,acetaldehyde;oxaldehyde,
22501478,114.10,C(CC(=O)C=O)C=O,C(CC(=O)C=O)C=O,2-oxopentanedial,-1.0
22564433,75.07,C(C=O)ON,C(C=O)ON,2-aminooxyacetaldehyde,-1.1
22619147,94.89,[B]1CCC(=O)C1=O,[B]1CCC(=O)C1=O,,
22619232,150.96,C(C=O)C(=O)Br,C(C=O)C(=O)Br,3-oxopropanoyl bromide,0.5
22741478,90.08,CO.C(=O)C=O,CO.C(=O)C=O,methanol;oxaldehyde,
22743515,134.56,C(CC(C=O)Cl)C=O,C(CC(C=O)Cl)C=O,2-chloropentanedial,0.2
22909872,183.93,C(=O)C(=O)I,C(=O)C(=O)I,2-oxoacetyl iodide,0.5
22922799,102.13,CC=O.CC(=O)C,CC=O.CC(=O)C,acetaldehyde;propan-2-one,
22956092,93.99,[CH2+]C=O.[V],[CH2+]C=O.[V],acetaldehyde;vanadium,
22986877,257.92,[CH2-]C=O.[CH2-]O.[W+2],[CH2-]C=O.[CH2-]O.[W+2],acetaldehyde;methanol;tungsten(2+),
23018346,118.16,CCC(=O)C(=O)S,CCC(=O)C(=O)S,2-oxobutanethioic S-acid,0.6
23262270,144.07,CC(=O)C(C(F)(F)F)F,CC(=O)C(C(F)(F)F)F,"3,4,4,4-tetrafluorobutan-2-one",1.5
23286057,126.08,C(C=O)C(C(F)F)F,C(C=O)C(C(F)F)F,"3,4,4-trifluorobutanal",0.9
23390360,67.88,[B]CC(=O)C,[B]CC(=O)C,,
23514960,147.04,C[CH2-].[CH2-]C=O.O=[Co],C[CH2-].[CH2-]C=O.O=[Co],acetaldehyde;ethane;oxocobalt,
23519273,128.17,CCC(C)(CC=O)C=O,CCC(C)(CC=O)C=O,2-ethyl-2-methylbutanedial,0.4
23528813,96.17,[CH2-]CC=O.[K+],[CH2-]CC=O.[K+],potassium propanal,
23549048,148.14,CC(=O)CCP(=O)(C)C,CC(=O)CCP(=O)(C)C,4-dimethylphosphorylbutan-2-one,-1.0
23661960,160.21,C1=CC=C(C=C1)C(=O)[O-].[K+],C1=CC=C(C=C1)C(=O)[O-].[K+],potassium benzoate,
23662273,96.02,C(=O)C(=O)[O-].[Na+],C(=O)C(=O)[O-].[Na+],sodium oxaldehydate,
23665888,276.24,CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-].[Na+],CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-].[Na+],"sodium 2-methyl-1,4-dioxo-3H-naphthalene-2-sulfonate",
23669142,112.13,C(=O)C(=O)[O-].[K+],C(=O)C(=O)[O-].[K+],potassium oxaldehydate,
23669177,142.04,C(=O)C=O.C(=O)(O)[O-].[Na+],C(=O)C=O.C(=O)(O)[O-].[Na+],sodium;hydrogen carbonate;oxaldehyde,
23673629,108.07,CC(=O)[CH-]C=O.[Na+],CC(=O)[CH-]C=O.[Na+],sodium 3-oxobutanal,
23681821,98.08,CC(=O)C.[OH-].[Na+],CC(=O)C.[OH-].[Na+],sodium;propan-2-one;hydroxide,
23683000,80.0,[Li+].C(=O)C(=O)[O-],[Li+].C(=O)C(=O)[O-],lithium oxaldehydate,
23687521,138.21,CC(=O)[CH-]C(=O)C.[K+],CC(=O)[CH-]C(=O)C.[K+],"potassium pentane-2,4-dione",
23688984,172.94,C(=O)[C-](C=O)Br.[Na+],C(=O)[C-](C=O)Br.[Na+],sodium 2-bromopropanedial,
23690424,158.13,C1=CC=C(C=C1)CC(=O)[O-].[Na+],C1=CC=C(C=C1)CC(=O)[O-].[Na+],sodium 2-phenylacetate,
23690757,110.09,CC(=O)[CH2-].C=O.[Na+],CC(=O)[CH2-].C=O.[Na+],sodium;formaldehyde;propan-2-one,
23691086,124.07,C(CC(=O)[O-])C=O.[Na+],C(CC(=O)[O-])C=O.[Na+],sodium 4-oxobutanoate,
23694682,108.07,C[C-](C=O)C=O.[Na+],C[C-](C=O)C=O.[Na+],sodium 2-methylpropanedial,
23702915,130.10,C(C=O)OS[O-].[Na+],C(C=O)OS[O-].[Na+],sodium 2-sulfenatooxyacetaldehyde,
23702927,82.03,C(C=O)[O-].[Na+],C(C=O)[O-].[Na+],sodium 2-oxoethanolate,
23704362,184.58,CC(=O)[CH-]C(=O)C.[Rb+],CC(=O)[CH-]C(=O)C.[Rb+],"pentane-2,4-dione;rubidium(1+)",
23706077,162.10,C(=O)C=O.OS(=O)[O-].[Na+],C(=O)C=O.OS(=O)[O-].[Na+],sodium;hydrogen sulfite;oxaldehyde,
23708710,116.52,CC(=O)C.[Na+].[Cl-],CC(=O)C.[Na+].[Cl-],sodium;propan-2-one;chloride,
23712862,94.04,[CH-](C=O)C=O.[Na+],[CH-](C=O)C=O.[Na+],sodium propanedial,
24192443,106.1,[Li+].CC(=O)[CH-]C(=O)C,[Li+].CC(=O)[CH-]C(=O)C,"lithium pentane-2,4-dione",
24807015,226.06,CCCCC(C=O)I,CCCCC(C=O)I,2-iodohexanal,2.4
24973779,176.08,C(CC(C(F)(F)F)(F)F)C=O,C(CC(C(F)(F)F)(F)F)C=O,"4,4,5,5,5-pentafluoropentanal",1.8
25106786,61.05,C(C=O)[18F],C(C=O)F,2-(18F)fluoroacetaldehyde,0.1
40786919,90.10,C[C@@H](C(=O)C)F,CC(C(=O)C)F,(3S)-3-fluorobutan-2-one,0.7
44717084,74.02,C(=O)C=P,C(=O)C=P,2-phosphanylideneacetaldehyde,-1.1
45085070,114.10,CC(=O)C(=O)CC=O,CC(=O)C(=O)CC=O,"3,4-dioxopentanal",-0.8
45085283,128.08,CC(=O)C(=O)C(=O)C=O,CC(=O)C(=O)C(=O)C=O,"2,3,4-trioxopentanal",-0.6
45085668,142.11,CC(=O)C(=O)C(=O)C(=O)C,CC(=O)C(=O)C(=O)C(=O)C,"hexane-2,3,4,5-tetrone",-0.6
45266826,177.24,CC1=CC=C(C=C1)C(=O)C(C)NC,CC1=CC=C(C=C1)C(=O)C(C)NC,2-(methylamino)-1-(4-methylphenyl)propan-1-one,2.0
45358072,214.19,CC(=O)C(=O)[O-].CC(=O)C(=O)[O-].[Ca+2],CC(=O)C(=O)[O-].CC(=O)C(=O)[O-].[Ca+2],calcium bis(2-oxopropanoate),
46204396,100.07,CC(=O)C(=O)C=O,CC(=O)C(=O)C=O,"2,3-dioxobutanal",-0.5
51035424,90.08,C(=[OH+])C(C=[OH+])O,C(=[OH+])C(C=[OH+])O,(2-hydroxy-3-oxoniumylidenepropylidene)oxidanium,-1.2
52991901,130.07,C(C=O)C(F)(F)F.O,C(C=O)C(F)(F)F.O,"3,3,3-trifluoropropanal;hydrate",
53443219,148.06,C(=O)C(C(F)(F)F)F.O,C(=O)C(C(F)(F)F)F.O,"2,3,3,3-tetrafluoropropanal;hydrate",
53487441,198.00,CC[C@H](C=O)I,CCC(C=O)I,(2R)-2-iodobutanal,1.3
53627475,71.10,[CH2]CCC=O,[CH2]CCC=O,,0.9
53627505,57.07,[CH2]CC=O,[CH2]CC=O,,0.6
53628786,99.15,[CH2]CCCCC=O,[CH2]CCCCC=O,,1.8
53630510,85.12,[CH2]CCCC=O,[CH2]CCCC=O,,1.1
53648154,130.14,CC(C=O)OCC(=O)C,CC(C=O)OCC(=O)C,2-(2-oxopropoxy)propanal,-0.2
53656238,190.11,CC(=O)C(=O)OOOC(=O)C(=O)C,CC(=O)C(=O)OOOC(=O)C(=O)C,2-oxopropanoyloxy 2-oxopropaneperoxoate,0.0
53713294,90.02,C(C=O)P=O,C(C=O)P=O,2-phosphorosoacetaldehyde,-1.1
53737323,62.10,[2H]CC(=O)C([2H])([2H])[2H],CC(=O)C,"1,1,1,3-tetradeuteriopropan-2-one",-0.1
53737325,60.09,[2H]C([2H])C(=O)C,CC(=O)C,"1,1-dideuteriopropan-2-one",-0.1
53737326,63.11,[2H]C([2H])C(=O)C([2H])([2H])[2H],CC(=O)C,"1,1,1,3,3-pentadeuteriopropan-2-one",-0.1
53740435,146.18,CC(CCC=O)(OC)OC,CC(CCC=O)(OC)OC,"4,4-dimethoxypentanal",0.1
53782318,98.14,CC1CC(C1)C=O,CC1CC(C1)C=O,3-methylcyclobutane-1-carbaldehyde,1.0
53789371,46.06,[3H]CC=O,CC=O,2-tritioacetaldehyde,-0.3
53795342,104.10,CC(=O)C(C)(O)O,CC(=O)C(C)(O)O,"3,3-dihydroxybutan-2-one",-1.1
53833011,142.11,C(C=O)C(C=O)(C=O)C=O,C(C=O)C(C=O)(C=O)C=O,"ethane-1,1,1,2-tetracarbaldehyde",-1.7
53879732,98.10,C(CC=O)C=C=O,C(CC=O)C=C=O,5-oxopent-4-enal,0.4
53900857,104.12,CCC(C(=O)C)F,CCC(C(=O)C)F,3-fluoropentan-2-one,1.3
53966880,295.85,C(=O)C(I)I,C(=O)C(I)I,"2,2-diiodoacetaldehyde",1.2
54041244,108.48,C(=O)C(=O)OCl,C(=O)C(=O)OCl,chloro 2-oxoacetate,0.8
54127989,122.07,CC(=O)C(C=O)(F)F,CC(=O)C(C=O)(F)F,"2,2-difluoro-3-oxobutanal",0.3
54186620,128.17,CC(C)(C)CC(=O)C=O,CC(C)(C)CC(=O)C=O,"4,4-dimethyl-2-oxopentanal",1.3
54190842,112.13,CC(=C=O)CCC=O,CC(=C=O)CCC=O,4-methyl-5-oxopent-4-enal,1.0
54333570,104.12,CCCC(=O)CF,CCCC(=O)CF,1-fluoropentan-2-one,1.2
54376587,243.88,C(C=O)C(C=O)(Br)Br,C(C=O)C(C=O)(Br)Br,"2,2-dibromobutanedial",0.7
54388900,144.07,C(C(C(C=O)(F)F)F)F,C(C(C(C=O)(F)F)F)F,"2,2,3,4-tetrafluorobutanal",1.2
54411276,206.18,CC(=O)C(=O)OSOC(=O)C(=O)C,CC(=O)C(=O)OSOC(=O)C(=O)C,2-oxopropanoyloxysulfanyl 2-oxopropanoate,0.4
54451181,70.12,C(=O)C=[Si],C(=O)C=[Si],,
54491146,76.05,C(C=O)OO,C(C=O)OO,2-hydroperoxyacetaldehyde,-0.9
54507592,126.08,CC(C(C=O)(F)F)F,CC(C(C=O)(F)F)F,"2,2,3-trifluorobutanal",1.2
54526732,112.13,C(CC=C=O)CC=O,C(CC=C=O)CC=O,6-oxohex-5-enal,0.8
54556568,112.08,C1C(=O)C(C1=O)C=O,C1C(=O)C(C1=O)C=O,"2,4-dioxocyclobutane-1-carbaldehyde",-0.4
54564000,136.14,CC(CCCC=O)(F)F,CC(CCCC=O)(F)F,"5,5-difluorohexanal",1.4
55275041,152.23,CCCCC#CCCCC=O,CCCCC#CCCCC=O,dec-5-ynal,2.6
56845944,63.11,[2H]C([2H])([2H])C([2H])([2H])C=O,CCC=O,"2,2,3,3,3-pentadeuteriopropanal",0.6
57076861,118.11,C(CCP)CC=O,C(CCP)CC=O,5-phosphanylpentanal,0.1
57077044,118.20,CC(CCC=O)S,CC(CCC=O)S,4-sulfanylpentanal,0.7
57109923,104.12,CC(=O)CCCF,CC(=O)CCCF,5-fluoropentan-2-one,0.6
57141316,85.16,C(C[Si])C=O,C(C[Si])C=O,,
57190134,123.11,C(C=O)OS(=O)[O-],C(C=O)OS(=O)[O-],2-oxoethyl sulfite,-1.1
57243283,153.05,C(C(=O)C=O)[P+](O)(O)O,C(C(=O)C=O)[P+](O)(O)O,"2,3-dioxopropyl(trihydroxy)phosphanium",-2.1
57284608,92.12,C(C=O)OS,C(C=O)OS,2-sulfanyloxyacetaldehyde,0.1
57300754,53.86,[B]CC=O,[B]CC=O,,
57369836,61.045,C([13CH]=O)O,C(C=O)O,2-hydroxyacetaldehyde,-0.9
57375828,148.06,C(=O)C(C(F)F)(F)F.O,C(=O)C(C(F)F)(F)F.O,"2,2,3,3-tetrafluoropropanal;hydrate",
57418026,85.12,CCC(=O)C[CH2],CCC(=O)C[CH2],,0.9
57419686,107.60,CC=O.[Cu],CC=O.[Cu],acetaldehyde;copper,
57422079,91.92,CC=O.[Ti],CC=O.[Ti],acetaldehyde;titanium,
57422097,99.90,CC=O.[Fe],CC=O.[Fe],acetaldehyde;iron,
57432870,136.96,CC=O.[Nb],CC=O.[Nb],acetaldehyde;niobium,
57438584,71.03,CC=O.[Al],CC=O.[Al],,
57444919,80.51,CC=O.Cl,CC=O.Cl,acetaldehyde;hydrochloride,
57460011,225.00,CC=O.[Ta],CC=O.[Ta],acetaldehyde;tantalum,
57538352,64.12,[2H]C(=O)C([2H])([2H])C([2H])([2H])[2H],CCC=O,"1,2,2,3,3,3-hexadeuteriopropan-1-one",0.6
57616927,49.056,[2H][13CH]([2H])[13C](=O)[2H],CC=O,"1,2,2-trideuterio(1,2-13C2)ethanone",-0.3
57655582,55.87,[2H][B-]CC=O,[BH-]CC=O,,
57673139,220.86,[CH2-]C=O.[Y].[Y],[CH2-]C=O.[Y].[Y],acetaldehyde;bis(yttrium),
57673141,487.57,[CH2-]C=O.[Y].[Y].[Y].[Y].[Y],[CH2-]C=O.[Y].[Y].[Y].[Y].[Y],acetaldehyde;pentakis(yttrium),
57925423,145.98,CC(=O)[CH2-].[Y],CC(=O)[CH2-].[Y],propan-2-one;yttrium,
57976573,90.10,CC[C@@H](C=O)F,CCC(C=O)F,(2S)-2-fluorobutanal,1.0
58114481,104.08,C(CF)C(=O)C=O,C(CF)C(=O)C=O,4-fluoro-2-oxobutanal,-0.1
58420735,92.07,CC(=O)COF,CC(=O)COF,2-oxopropyl hypofluorite,0.4
58420736,78.04,C(C=O)OF,C(C=O)OF,2-oxoethyl hypofluorite,0.1
58455246,87.14,[2H]C(=O)C(C)CC,CCC(C)C=O,1-deuterio-2-methylbutan-1-one,1.1
58478990,102.13,[2H]C([2H])(C(=O)C)C(=O)C,CC(=O)CC(=O)C,"3,3-dideuteriopentane-2,4-dione",0.4
59041912,173.02,[CH2-]CC[CH-]C=O.[Y],[CH2-]CC[CH-]C=O.[Y],pentanal;yttrium,
59083781,59.04,C(=[OH+])C=O,C(=[OH+])C=O,2-oxoethylideneoxidanium,-0.4
59134986,73.11,[2H]C(=O)C(C)C,CC(C)C=O,1-deuterio-2-methylpropan-1-one,0.8
59148751,104.08,C(C=O)C(=O)CF,C(C=O)C(=O)CF,4-fluoro-3-oxobutanal,0.0
59736567,122.5,CC(=O)[CH2-].[Zn],CC(=O)[CH2-].[Zn],propan-2-one;zinc,
59861701,60.05,CC=[O+][O-],CC=[O+][O-],ethylidene(oxido)oxidanium,-0.8
59941970,173.99,CC(=O)C[C-]=O.[Y],CC(=O)C[C-]=O.[Y],"butane-1,3-dione;yttrium",
67259533,70.05,C1C(=O)C1=O,C1C(=O)C1=O,"cyclopropane-1,2-dione",-0.5
70478040,106.55,C1CC(=O)C1.Cl,C1CC(=O)C1.Cl,cyclobutanone;hydrochloride,
71309167,59.07,CC[13CH]=O,CCC=O,(113C)propanal,0.6
71309459,88.07,[13CH3]C(=O)C(=O)[13CH3],CC(=O)C(=O)C,"(1,4-13C2)butane-2,3-dione",-1.3
71309591,88.07,C[13C](=O)[13C](=O)C,CC(=O)C(=O)C,"(2,3-13C2)butane-2,3-dione",-1.3
71309851,74.11,[2H]C1(CC(C1=O)([2H])[2H])[2H],C1CC(=O)C1,"2,2,4,4-tetradeuteriocyclobutan-1-one",0.0
71309869,75.041,[13CH3][13C](=O)[13CH]=O,CC(=O)C=O,"2-oxo(1,2,3-13C3)propanal",-0.4
71317205,128.27,[2H]C(=O)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],CCCCCCC=O,"1,2,2,3,3,4,4,5,5,6,6,7,7,7-tetradecadeuterioheptan-1-one",2.3
71317235,112.23,[2H]C(=O)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],CCCCCC=O,"1,2,2,3,3,4,4,5,5,6,6,6-dodecadeuteriohexan-1-one",1.8
71339627,151.08,C[Se]CCC=O,C[Se]CCC=O,3-methylselanylpropanal,
71346176,70.05,C(=O)C#CO,C(=O)C#CO,3-hydroxyprop-2-ynal,0.2
71353076,151.92,CC=O.[Ag+],CC=O.[Ag+],silver acetaldehyde,
71361688,104.06,C(=O)C(C=O)(O)O,C(=O)C(C=O)(O)O,"2,2-dihydroxypropanedial",-2.0
71368973,114.19,CCC[C@H](CC)C=O,CCCC(CC)C=O,(2S)-2-ethylpentanal,2.0
71374525,108.09,C(C=O)C=O.O.O,C(C=O)C=O.O.O,propanedial;dihydrate,
71374526,90.08,C(C=O)C=O.O,C(C=O)C=O.O,propanedial;hydrate,
71391337,130.14,CCC=O.O.O.O.O,CCC=O.O.O.O.O,propanal;tetrahydrate,
71775098,57.03,C(=O)[C+]=O,C(=O)[C+]=O,2-oxoacetaldehyde,-0.4
75488610,88.08,C1CC1(C=O)F,C1CC1(C=O)F,1-fluorocyclopropane-1-carbaldehyde,0.4
78067716,119.15,C(C=O)C(O[Si])F,C(C=O)C(O[Si])F,,
83853779,122.11,CC(CCC=O)(F)F,CC(CCC=O)(F)F,"4,4-difluoropentanal",1.1
84647635,108.09,CC(C(C=O)F)F,CC(C(C=O)F)F,"2,3-difluorobutanal",0.9
84647636,108.09,C(CC(F)F)C=O,C(CC(F)F)C=O,"4,4-difluorobutanal",0.9
84647637,108.09,CC(=O)CC(F)F,CC(=O)CC(F)F,"4,4-difluorobutan-2-one",0.7
85583149,165.10,CC(=O)CC[Se]C,CC(=O)CC[Se]C,4-methylselanylbutan-2-one,
85612491,165.06,C(C=O)[Se]CC=O,C(C=O)[Se]CC=O,2-(2-oxoethylselanyl)acetaldehyde,
85618084,61.06,C(C=[OH+])O,C(C=[OH+])O,2-hydroxyethylideneoxidanium,-0.9
85655730,142.15,C(CC(=O)CCC=O)C=O,C(CC(=O)CCC=O)C=O,4-oxoheptanedial,-1.3
85782230,98.10,COCC#CC=O,COCC#CC=O,4-methoxybut-2-ynal,0.0
85826507,237.30,CC[Ge](CC)(CCC(=O)C)Cl,CC[Ge](CC)(CCC(=O)C)Cl,4-[chloro(diethyl)germyl]butan-2-one,
85836815,94.11,CC(=O)C.O.O,CC(=O)C.O.O,propan-2-one;dihydrate,
85882177,57.07,[CH2+]CC=O,[CH2+]CC=O,propanal,0.6
85968546,118.13,CC(=O)CC(=O)C.O,CC(=O)CC(=O)C.O,"pentane-2,4-dione;hydrate",
86164256,75.09,C(CO)C=[OH+],C(CO)C=[OH+],3-hydroxypropylideneoxidanium,-1.0
86171938,167.98,C(C=O)[As](=O)(O)O,C(C=O)[As](=O)(O)O,2-oxoethylarsonic acid,
86217377,94.07,C(=O)C#CC#CO,C(=O)C#CC#CO,"5-hydroxypenta-2,4-diynal",0.6
86590524,108.14,CC(=O)C.CO.O,CC(=O)C.CO.O,methanol;propan-2-one;hydrate,
86644212,124.18,CC#CCCCCC=O,CC#CCCCCC=O,oct-6-ynal,1.6
86644797,185.99,CC(=O)C.I,CC(=O)C.I,propan-2-one;hydroiodide,
86736269,144.21,CCC(=O)CC.CC(=O)C,CCC(=O)CC.CC(=O)C,pentan-3-one;propan-2-one,
87118020,106.08,C#CC(=O)C(=O)C#C,C#CC(=O)C(=O)C#C,"hexa-1,5-diyne-3,4-dione",0.6
87161184,108.09,CCC(=O)C(F)F,CCC(=O)C(F)F,"1,1-difluorobutan-2-one",1.3
87273759,140.10,C(CF)C(C(C=O)F)F,C(CF)C(C(C=O)F)F,"2,3,5-trifluoropentanal",1.2
87300787,290.3,C(CC=O)CC=O.[Os],C(CC=O)CC=O.[Os],osmium;pentanedial,
87641887,99.18,CCC(C=O)[Si],CCC(C=O)[Si],,
87670370,140.06,C(=O)C(C(C(=O)F)F)F,C(=O)C(C(C(=O)F)F)F,"2,3-difluoro-4-oxobutanoyl fluoride",0.6
87769700,112.55,CC(=O)C.O.Cl,CC(=O)C.O.Cl,propan-2-one;hydrate;hydrochloride,
87816186,154.09,C(C(C(C(=O)C=O)F)F)F,C(C(C(C(=O)C=O)F)F)F,"3,4,5-trifluoro-2-oxopentanal",0.8
87841889,102.09,CC(=O)C(=[O+][O-])C,CC(=O)C(=[O+][O-])C,oxido(3-oxobutan-2-ylidene)oxidanium,-1.0
87944034,138.16,C(CC#CCCC=O)C=O,C(CC#CCCC=O)C=O,oct-4-ynedial,0.1
87985460,162.49,C(=O)C(=O)C(F)(F)F.Cl,C(=O)C(=O)C(F)(F)F.Cl,"3,3,3-trifluoro-2-oxopropanal;hydrochloride",
88107591,136.10,C(C=O)C(CC=O)(F)F,C(C=O)C(CC=O)(F)F,"3,3-difluoropentanedial",-0.2
88107593,136.10,CCC(C(=O)C=O)(F)F,CCC(C(=O)C=O)(F)F,"3,3-difluoro-2-oxopentanal",1.2
88107892,118.11,C(C=O)C(CC=O)F,C(C=O)C(CC=O)F,3-fluoropentanedial,-0.5
88107893,118.11,CCC(C(=O)C=O)F,CCC(C(=O)C=O)F,3-fluoro-2-oxopentanal,0.9
88111403,118.13,C(CC=O)CC=O.O,C(CC=O)CC=O.O,pentanedial;hydrate,
88138755,108.09,C(CF)C(C=O)F,C(CF)C(C=O)F,"2,4-difluorobutanal",0.8
88146072,160.17,CC(=O)O.C(CC=O)CC=O,CC(=O)O.C(CC=O)CC=O,acetic acid;pentanedial,
88244097,144.01,CC(=O)C[C-]=O.[Co],CC(=O)C[C-]=O.[Co],"butane-1,3-dione;cobalt",
88339824,136.58,CC(=O)CC(=O)C.Cl,CC(=O)CC(=O)C.Cl,"pentane-2,4-dione;hydrochloride",
88360860,160.17,C(CC=O)CC=O.C(=O)(N)N,C(CC=O)CC=O.C(=O)(N)N,pentanedial;urea,
88404419,122.07,C(=O)C(C(C=O)F)F,C(=O)C(C(C=O)F)F,"2,3-difluorobutanedial",0.0
88415844,84.07,C1C(C1=O)C=O,C1C(C1=O)C=O,2-oxocyclopropane-1-carbaldehyde,-0.6
88422278,247.97,CC(=O)COI(=O)(=O)=O,CC(=O)COI(=O)(=O)=O,2-oxopropyl periodate,-1.0
88490059,132.13,C(CCC(=O)F)CC=O,C(CCC(=O)F)CC=O,6-oxohexanoyl fluoride,0.3
88559639,101.12,[2H]C(C(=O)C)C(=O)C,CC(=O)CC(=O)C,"3-deuteriopentane-2,4-dione",0.4
88594086,197.96,CC(=O)C(=O)I,CC(=O)C(=O)I,2-oxopropanoyl iodide,0.5
88652912,134.05,C(=O)C(F)(F)F.O.O,C(=O)C(F)(F)F.O.O,"2,2,2-trifluoroacetaldehyde;dihydrate",
88704216,132.16,CCC=O.CC=O.C=O,CCC=O.CC=O.C=O,acetaldehyde;formaldehyde;propanal,
88728451,346.07,C(=O)C(C(C(F)(F)F)(F)F)(F)F.C(=O)C(C(F)(F)F)(F)F,C(=O)C(C(C(F)(F)F)(F)F)(F)F.C(=O)C(C(F)(F)F)(F)F,"2,2,3,3,4,4,4-heptafluorobutanal;2,2,3,3,3-pentafluoropropanal",
88925175,138.99,CC(=O)C.Br,CC(=O)C.Br,propan-2-one;hydrobromide,
89298719,132.05,C(C=O)C(C=O)P=O,C(C=O)C(C=O)P=O,2-phosphorosobutanedial,-1.7
90329731,118.13,C(CCOO)CC=O,C(CCOO)CC=O,5-hydroperoxypentanal,-0.3
90659183,166.11,C[Se+](C)CCC=O,C[Se+](C)CCC=O,dimethyl(3-oxopropyl)selanium,
90740107,47.07,[2H]C([2H])C(=O)[2H],CC=O,"1,2,2-trideuterioethanone",-0.3
90915481,164.04,C(P)PC(=O)C(=O)C=O,C(P)PC(=O)C(=O)C=O,"2,3-dioxo-3-(phosphanylmethylphosphanyl)propanal",-0.7
91095227,89.11,[2H]OCCCC=O,C(CC=O)CO,4-deuteriooxybutanal,-0.7
91126662,88.04,C(=O)C(=C=O)F,C(=O)C(=C=O)F,2-fluoro-3-oxoprop-2-enal,0.3
91298647,82.06,C#CC(=O)C=O,C#CC(=O)C=O,2-oxobut-3-ynal,0.1
91306057,128.13,CC(=O)C(=O)CCC=O,CC(=O)C(=O)CCC=O,"4,5-dioxohexanal",-1.0
91691381,165.06,CC(=O)[Se]CC=O,CC(=O)[Se]CC=O,Se-(2-oxoethyl) ethaneselenoate,
91704473,151.08,CC(=O)C[Se]C,CC(=O)C[Se]C,1-methylselanylpropan-2-one,
